Farmer_ID,Farmer_Name,Location,Crop,Season,Quantity_Produced,Quantity_Sold,Market_Price,Date_of_Sale,Demand_Index,Recommended_Crop
F0558,Aradhya A.,Madhya Pradesh,Groundnut,Rabi,4900,4710,47,2023-04-22,7,Wheat
F0559,Anaya T.,Rajasthan,Potato,Rabi,4839,4675,22,2022-08-28,4,Tomato
F0560,Advik S.,Rajasthan,Cotton,Zaid,3852,3681,66,2024-05-29,7,Bajra
F0561,Ishaan R.,Uttar Pradesh,Wheat,Zaid,1059,1000,25,2024-04-09,6,Mustard
F0562,Ahana  B.,Rajasthan,Maize,Rabi,1452,1282,23,2024-01-26,2,Onion
F0563,Prerak G.,Gujarat,Mustard,Kharif,3111,2988,58,2022-08-07,5,Potato
F0564,Anya B.,Gujarat,Rice,Kharif,1003,865,30,2022-05-12,10,Rice
F0565,Darshit B.,Maharashtra,Sugarcane,Rabi,4390,4258,5,2022-08-10,9,Bajra
F0566,Sumer B.,Uttar Pradesh,Sugarcane,Zaid,2138,2076,5,2022-09-30,2,Onion
F0567,Samiha S.,Bihar,Potato,Kharif,3373,3209,21,2023-11-15,1,Potato
F0568,Raghav S.,Bihar,Bajra,Kharif,1208,1117,18,2022-08-26,7,Potato
F0569,Aarush J.,Maharashtra,Potato,Kharif,4290,4200,25,2022-05-25,5,Tomato
F0570,Anika B.,Rajasthan,Maize,Rabi,3807,3662,21,2022-01-31,4,Groundnut
F0571,Jivika S.,Maharashtra,Onion,Kharif,2395,2361,12,2022-01-17,5,Bajra
F0572,Kabir B.,Bihar,Potato,Rabi,4712,4578,25,2024-07-18,1,Wheat
F0573,Eshani C.,Karnataka,Tomato,Zaid,4868,4860,13,2023-06-08,7,Mustard
F0574,Myra W.,Karnataka,Maize,Kharif,1549,1383,19,2023-10-23,4,Groundnut
F0575,Shray C.,Uttar Pradesh,Groundnut,Rabi,1421,1365,60,2023-11-08,7,Rice
F0576,Tejas B.,Uttar Pradesh,Sugarcane,Rabi,3929,3759,5,2023-12-26,2,Wheat
F0577,Hunar S.,Karnataka,Rice,Zaid,4887,4696,26,2024-07-18,7,Onion
F0578,Sumer R.,Madhya Pradesh,Rice,Rabi,4546,4521,29,2023-04-12,1,Rice
F0579,Indrans C.,Madhya Pradesh,Mustard,Zaid,1021,846,59,2022-05-27,9,Wheat
F0580,Oorja B.,Karnataka,Mustard,Rabi,2556,2489,54,2022-03-09,3,Sugarcane
F0581,Lakshay S.,Madhya Pradesh,Potato,Rabi,2192,2042,18,2022-12-28,1,Onion
F0582,Armaan S.,Madhya Pradesh,Rice,Kharif,990,803,34,2022-10-24,9,Cotton
F0583,Lakshit S.,Rajasthan,Sugarcane,Rabi,3665,3560,4,2023-05-05,1,Groundnut
F0584,Samiha C.,Karnataka,Cotton,Rabi,2437,2357,66,2022-02-22,4,Wheat
F0585,Dishani S.,Bihar,Groundnut,Zaid,1040,983,52,2024-04-19,6,Rice
F0586,Inaaya  G.,Karnataka,Groundnut,Kharif,2859,2738,56,2023-02-18,1,Maize
F0587,Aaryahi S.,Bihar,Cotton,Zaid,4829,4656,60,2023-03-22,2,Sugarcane
F0588,Oorja V.,Bihar,Mustard,Kharif,2509,2431,47,2023-05-03,7,Tomato
F0589,Heer G.,Maharashtra,Soybean,Zaid,2612,2541,41,2022-12-29,7,Tomato
F0590,Yuvaan B.,Maharashtra,Mustard,Zaid,1521,1472,56,2023-11-15,4,Potato
F0591,Heer J.,Uttar Pradesh,Wheat,Zaid,3100,3055,23,2022-12-04,8,Rice
F0592,Eshani L.,Madhya Pradesh,Sugarcane,Zaid,4289,4100,4,2022-01-09,6,Cotton
F0593,Inaaya  G.,Maharashtra,Tomato,Kharif,1207,1165,15,2023-09-26,1,Soybean
F0594,Arhaan K.,Madhya Pradesh,Bajra,Rabi,4458,4286,18,2022-01-05,2,Maize
F0595,Heer D.,Madhya Pradesh,Groundnut,Zaid,4688,4494,63,2022-11-14,2,Rice
F0596,Tarini B.,Maharashtra,Cotton,Kharif,1987,1835,57,2022-04-05,2,Potato
F0597,Madhup D.,Karnataka,Potato,Kharif,1286,1167,19,2023-12-28,5,Potato
F0598,Kimaya S.,Gujarat,Cotton,Rabi,1399,1375,57,2023-10-08,3,Potato
F0599,Faiyaz A.,Uttar Pradesh,Potato,Kharif,1116,957,12,2022-12-09,2,Bajra
F0600,Shaan B.,Maharashtra,Onion,Zaid,3211,3117,17,2024-03-30,8,Potato
F0601,Tiya K.,Rajasthan,Maize,Rabi,3687,3668,27,2022-11-02,4,Bajra
F0602,Vidur D.,Madhya Pradesh,Maize,Zaid,2088,2064,27,2023-12-03,1,Potato
F0603,Khushi S.,Gujarat,Onion,Rabi,4553,4475,19,2022-12-17,9,Mustard
F0604,Siya S.,Rajasthan,Tomato,Kharif,1181,1058,15,2022-05-08,4,Tomato
F0605,Damini G.,Gujarat,Soybean,Rabi,2256,2167,43,2023-09-20,2,Mustard
F0606,Yuvraj  M.,Madhya Pradesh,Sugarcane,Kharif,1291,1212,3,2024-04-01,1,Groundnut
F0607,Khushi U.,Maharashtra,Onion,Rabi,865,675,17,2024-08-01,4,Maize
F0608,Vihaan S.,Gujarat,Rice,Kharif,1251,1127,26,2023-11-07,8,Bajra
F0609,Pranay K.,Gujarat,Tomato,Rabi,3880,3752,20,2023-08-10,5,Potato
F0610,Darshit M.,Madhya Pradesh,Bajra,Rabi,4737,4645,24,2022-07-23,2,Rice
F0611,Heer S.,Madhya Pradesh,Sugarcane,Kharif,3718,3661,5,2024-04-09,5,Wheat
F0612,Shanaya S.,Karnataka,Sugarcane,Rabi,1894,1712,4,2024-03-05,10,Rice
F0613,Vidur B.,Punjab,Mustard,Kharif,2194,2139,53,2022-12-14,3,Wheat
F0614,Raghav S.,Gujarat,Wheat,Rabi,2963,2945,21,2023-12-15,4,Soybean
F0615,Samiha C.,Gujarat,Tomato,Kharif,3558,3501,11,2023-08-10,10,Mustard
F0616,Vanya B.,Uttar Pradesh,Potato,Zaid,3610,3498,25,2023-01-16,6,Potato
F0617,Anaya S.,Punjab,Wheat,Rabi,3867,3847,20,2023-10-25,5,Groundnut
F0618,Umang D.,Gujarat,Maize,Zaid,2048,1911,19,2024-04-03,4,Groundnut
F0619,Bhamini R.,Gujarat,Rice,Kharif,1927,1778,29,2022-02-23,7,Groundnut
F0620,Ishaan A.,Uttar Pradesh,Wheat,Kharif,2147,2064,24,2024-07-28,7,Mustard
F0621,Tanya I.,Gujarat,Tomato,Kharif,3681,3634,16,2022-09-28,1,Cotton
F0622,Hridaan M.,Punjab,Wheat,Kharif,3542,3512,26,2023-05-24,4,Wheat
F0623,Damini L.,Karnataka,Sugarcane,Rabi,2118,2022,5,2022-03-01,6,Tomato
F0624,Advik B.,Uttar Pradesh,Mustard,Rabi,2630,2587,53,2023-10-12,9,Onion
F0625,Hridaan R.,Gujarat,Bajra,Zaid,2649,2517,19,2022-10-06,5,Potato
F0626,Biju S.,Rajasthan,Soybean,Zaid,4040,3840,41,2022-03-27,7,Maize
F0627,Sumer T.,Gujarat,Onion,Kharif,1911,1753,14,2022-07-07,10,Groundnut
F0628,Farhan A.,Gujarat,Groundnut,Kharif,4597,4459,51,2023-08-30,5,Tomato
F0629,Shayak D.,Punjab,Cotton,Zaid,2490,2418,65,2022-10-08,6,Tomato
F0630,Emir R.,Bihar,Onion,Zaid,820,774,17,2023-09-22,7,Cotton
F0631,Bhavin B.,Maharashtra,Rice,Rabi,4583,4528,25,2024-02-09,3,Bajra
F0632,Badal B.,Punjab,Groundnut,Kharif,2037,1949,63,2024-03-05,6,Mustard
F0633,Divyansh R.,Rajasthan,Soybean,Kharif,890,726,50,2023-10-17,8,Wheat
F0634,Aradhya V.,Karnataka,Sugarcane,Rabi,3507,3394,5,2024-05-02,8,Mustard
F0635,Nirvaan D.,Madhya Pradesh,Cotton,Zaid,3757,3735,59,2024-01-09,6,Bajra
F0636,Anay Z.,Gujarat,Rice,Kharif,2836,2709,35,2022-01-23,1,Maize
F0637,Jhanvi L.,Rajasthan,Cotton,Zaid,4957,4868,72,2023-09-10,6,Tomato
F0638,Shalv G.,Uttar Pradesh,Soybean,Zaid,1123,982,53,2023-12-27,9,Cotton
F0639,Badal T.,Madhya Pradesh,Maize,Zaid,4753,4677,23,2022-03-11,10,Cotton
F0640,Pihu B.,Karnataka,Sugarcane,Kharif,4816,4671,4,2023-12-17,2,Soybean
F0641,Mamooty B.,Maharashtra,Onion,Kharif,4190,4079,20,2023-03-23,2,Potato
F0642,Dhanush B.,Punjab,Sugarcane,Zaid,2040,2023,5,2022-07-26,3,Bajra
F0643,Kismat B.,Karnataka,Wheat,Zaid,2275,2169,21,2023-08-28,2,Rice
F0644,Zain J.,Bihar,Mustard,Rabi,4254,4102,60,2022-05-24,7,Groundnut
F0645,Biju B.,Maharashtra,Mustard,Kharif,3448,3310,49,2023-03-16,2,Mustard
F0646,Pranay A.,Punjab,Soybean,Zaid,1059,913,52,2023-01-19,9,Maize
F0647,Jivin A.,Bihar,Mustard,Zaid,1783,1731,60,2024-01-28,6,Bajra
F0648,Nishith D.,Punjab,Maize,Kharif,3651,3573,22,2023-01-29,7,Potato
F0649,Vardaniya S.,Gujarat,Sugarcane,Kharif,3984,3947,3,2023-01-15,10,Bajra
F0650,Shaan H.,Madhya Pradesh,Tomato,Zaid,2551,2429,20,2022-04-28,2,Bajra
F0651,Rania S.,Karnataka,Potato,Zaid,4637,4510,24,2023-03-18,1,Mustard
F0652,Kimaya V.,Rajasthan,Sugarcane,Zaid,1359,1254,4,2024-03-01,3,Potato
F0653,Parinaaz C.,Rajasthan,Soybean,Kharif,2405,2371,50,2023-12-23,7,Sugarcane
F0654,Ira B.,Punjab,Tomato,Rabi,1890,1855,12,2022-08-12,9,Soybean
F0655,Amira B.,Maharashtra,Sugarcane,Zaid,1627,1444,5,2022-03-09,5,Mustard
F0656,Madhup A.,Punjab,Tomato,Rabi,2935,2789,13,2022-07-26,5,Maize
F0657,Krish S.,Rajasthan,Groundnut,Kharif,1558,1482,46,2023-02-11,5,Tomato
F0658,Mannat K.,Karnataka,Groundnut,Kharif,1388,1360,59,2023-07-17,6,Potato
F0659,Mehul S.,Punjab,Potato,Rabi,4000,3821,13,2022-01-25,5,Mustard
F0660,Ela D.,Uttar Pradesh,Rice,Zaid,945,855,33,2022-06-26,3,Soybean
F0661,Indranil S.,Bihar,Cotton,Zaid,4677,4607,73,2022-11-06,10,Soybean
F0662,Mohanlal B.,Madhya Pradesh,Rice,Kharif,1561,1438,35,2023-01-14,3,Soybean
F0663,Manikya W.,Madhya Pradesh,Onion,Kharif,2735,2664,22,2024-07-02,3,Groundnut
F0664,Dishani S.,Madhya Pradesh,Tomato,Zaid,3134,3114,9,2023-11-21,1,Wheat
F0665,Dishani T.,Maharashtra,Groundnut,Rabi,3041,3020,57,2022-02-19,9,Mustard
F0666,Taran L.,Punjab,Wheat,Rabi,1642,1449,27,2023-04-27,3,Wheat
F0667,Shray V.,Madhya Pradesh,Soybean,Zaid,1968,1894,40,2022-12-24,2,Rice
F0668,Stuvan S.,Madhya Pradesh,Tomato,Zaid,809,615,13,2022-02-08,1,Maize
F0669,Miraya S.,Rajasthan,Maize,Rabi,1795,1751,22,2022-12-08,8,Soybean
F0670,Sana D.,Bihar,Mustard,Rabi,3444,3443,55,2024-01-22,4,Onion
F0671,Reyansh L.,Punjab,Rice,Kharif,1231,1097,29,2023-04-27,9,Sugarcane
F0672,Hrishita S.,Karnataka,Rice,Rabi,3523,3510,33,2022-01-04,5,Soybean
F0673,Arhaan K.,Gujarat,Sugarcane,Zaid,3967,3841,3,2024-07-09,5,Mustard
F0674,Pihu T.,Punjab,Bajra,Zaid,3750,3664,21,2023-03-21,6,Wheat
F0675,Aayush K.,Gujarat,Soybean,Zaid,2378,2297,50,2022-01-27,9,Rice
F0676,Shray D.,Maharashtra,Onion,Kharif,2237,2082,28,2024-01-09,7,Mustard
F0677,Khushi S.,Madhya Pradesh,Rice,Zaid,1183,1023,33,2022-06-01,7,Sugarcane
F0678,Madhup T.,Bihar,Tomato,Zaid,2555,2501,9,2022-10-10,8,Maize
F0679,Sumer S.,Bihar,Sugarcane,Kharif,1769,1613,4,2022-04-24,8,Potato
F0680,Mishti M.,Karnataka,Mustard,Kharif,1772,1686,57,2022-03-08,5,Potato
F0681,Nishith R.,Madhya Pradesh,Wheat,Rabi,1115,990,21,2024-01-05,8,Sugarcane
F0682,Aaina T.,Punjab,Soybean,Kharif,3092,2919,46,2024-03-22,6,Soybean
F0683,Farhan M.,Gujarat,Rice,Kharif,3992,3862,31,2022-09-22,4,Maize
F0684,Manikya S.,Rajasthan,Soybean,Kharif,802,644,47,2023-05-07,1,Maize
F0685,Mannat A.,Rajasthan,Cotton,Rabi,3620,3544,67,2023-07-03,9,Wheat
F0686,Anahi D.,Rajasthan,Potato,Zaid,2043,2029,24,2023-01-10,2,Bajra
F0687,Kismat G.,Uttar Pradesh,Sugarcane,Rabi,3992,3806,3,2023-01-15,2,Tomato
F0688,Tara R.,Punjab,Wheat,Zaid,3543,3522,26,2023-01-24,8,Mustard
F0689,Pari K.,Bihar,Cotton,Kharif,1417,1289,63,2022-06-19,4,Onion
F0690,Shamik B.,Maharashtra,Wheat,Kharif,3211,3190,26,2022-02-02,7,Mustard
F0691,Ahana  M.,Madhya Pradesh,Soybean,Zaid,4331,4134,53,2023-06-19,4,Onion
F0692,Sara D.,Maharashtra,Rice,Rabi,2455,2358,33,2022-02-13,1,Groundnut
F0693,Shamik K.,Maharashtra,Rice,Kharif,1023,925,35,2023-04-02,9,Maize
F0694,Inaaya  B.,Gujarat,Groundnut,Rabi,1655,1470,52,2022-01-26,7,Soybean
F0695,Ahana  V.,Maharashtra,Tomato,Rabi,2768,2573,12,2022-11-07,6,Sugarcane
F0696,Elakshi S.,Punjab,Cotton,Zaid,2050,1921,66,2023-05-18,1,Potato
F0697,Mamooty S.,Karnataka,Maize,Zaid,4188,4127,19,2022-06-23,5,Cotton
F0698,Rati A.,Gujarat,Mustard,Rabi,4477,4464,54,2024-02-11,2,Sugarcane
F0699,Indrans K.,Bihar,Sugarcane,Rabi,2321,2214,5,2024-07-21,7,Mustard
F0700,Sahil K.,Maharashtra,Soybean,Rabi,1125,943,51,2024-04-10,3,Bajra
F0701,Vardaniya S.,Punjab,Groundnut,Rabi,3267,3115,50,2022-07-29,8,Sugarcane
F0702,Ishita B.,Gujarat,Bajra,Kharif,920,769,19,2023-04-01,2,Onion
F0703,Lakshit D.,Rajasthan,Mustard,Rabi,3317,3233,47,2023-06-12,7,Tomato
F0704,Nehmat K.,Maharashtra,Groundnut,Kharif,1175,1048,64,2023-04-21,1,Soybean
F0705,Nirvaan C.,Bihar,Rice,Rabi,1414,1235,26,2023-04-18,9,Wheat
F0706,Darshit K.,Maharashtra,Bajra,Kharif,1366,1293,19,2024-03-02,10,Rice
F0707,Shanaya G.,Rajasthan,Rice,Kharif,2252,2119,29,2023-07-21,10,Sugarcane
F0708,Kanav K.,Rajasthan,Soybean,Zaid,3604,3477,54,2024-06-19,4,Potato
F0709,Urvi R.,Karnataka,Onion,Kharif,2942,2763,25,2023-07-11,5,Groundnut
F0710,Tiya S.,Uttar Pradesh,Bajra,Rabi,3676,3620,25,2023-01-09,3,Sugarcane
F0711,Ivana D.,Punjab,Sugarcane,Kharif,3593,3498,4,2023-09-09,2,Mustard
F0712,Eshani B.,Uttar Pradesh,Wheat,Kharif,3630,3519,29,2024-03-29,5,Tomato
F0713,Nehmat G.,Rajasthan,Groundnut,Zaid,4864,4848,63,2023-06-30,1,Tomato
F0714,Oorja G.,Maharashtra,Bajra,Rabi,4938,4835,26,2023-04-03,4,Soybean
F0715,Shamik G.,Maharashtra,Wheat,Zaid,1015,828,20,2022-06-20,10,Mustard
F0716,Ahana  Z.,Bihar,Cotton,Rabi,1435,1273,63,2024-03-10,9,Sugarcane
F0717,Mehul S.,Maharashtra,Bajra,Kharif,1048,872,22,2023-06-25,2,Rice
F0718,Samaira B.,Madhya Pradesh,Rice,Zaid,4550,4367,32,2023-07-10,4,Rice
F0719,Madhav B.,Karnataka,Potato,Kharif,1733,1731,17,2023-10-31,10,Soybean
F0720,Ira S.,Rajasthan,Sugarcane,Rabi,4373,4302,5,2022-03-16,10,Wheat
F0721,Ranbir S.,Gujarat,Tomato,Rabi,1708,1537,11,2023-11-10,4,Rice
F0722,Ayesha B.,Gujarat,Cotton,Rabi,4406,4368,65,2022-07-20,9,Rice
F0723,Anay D.,Maharashtra,Potato,Kharif,2065,2016,21,2023-12-28,8,Rice
F0724,Drishya D.,Maharashtra,Potato,Kharif,4477,4397,19,2024-06-02,6,Maize
F0725,Rati K.,Bihar,Mustard,Zaid,1911,1789,48,2023-02-27,4,Groundnut
F0726,Dharmajan K.,Maharashtra,Sugarcane,Kharif,3884,3774,3,2023-12-31,5,Onion
F0727,Pranay R.,Rajasthan,Cotton,Rabi,1462,1296,64,2023-12-07,4,Rice
F0728,Emir H.,Gujarat,Rice,Zaid,3971,3800,25,2023-03-02,3,Rice
F0729,Rati M.,Maharashtra,Bajra,Rabi,3543,3452,20,2024-02-02,3,Rice
F0730,Zaina R.,Rajasthan,Wheat,Zaid,4925,4856,28,2024-01-19,9,Groundnut
F0731,Nayantara K.,Punjab,Rice,Zaid,943,906,27,2023-12-30,10,Maize
F0732,Anya S.,Bihar,Maize,Kharif,2360,2351,25,2023-04-23,10,Sugarcane
F0733,Kartik M.,Bihar,Maize,Zaid,4516,4444,28,2023-06-03,3,Tomato
F0734,Romil B.,Bihar,Onion,Rabi,3655,3485,19,2023-03-01,5,Onion
F0735,Yuvraj  K.,Punjab,Mustard,Zaid,3785,3785,59,2024-04-08,2,Wheat
F0736,Siya G.,Karnataka,Mustard,Kharif,4774,4700,50,2023-08-31,6,Maize
F0737,Saksham D.,Uttar Pradesh,Sugarcane,Kharif,2810,2644,4,2023-11-23,2,Cotton
F0738,Armaan A.,Madhya Pradesh,Wheat,Kharif,1635,1630,27,2023-05-13,8,Tomato
F0739,Yuvraj  B.,Punjab,Mustard,Kharif,3723,3657,60,2022-03-23,2,Mustard
F0740,Elakshi S.,Gujarat,Cotton,Kharif,4846,4666,72,2024-07-19,7,Onion
F0741,Lakshit G.,Maharashtra,Groundnut,Zaid,2759,2584,51,2023-09-14,3,Cotton
F0742,Saira B.,Uttar Pradesh,Onion,Zaid,3736,3538,13,2022-05-21,10,Cotton
F0743,Kabir B.,Madhya Pradesh,Rice,Kharif,3642,3465,29,2024-07-19,4,Soybean
F0744,Kaira T.,Maharashtra,Potato,Zaid,3214,3021,21,2022-08-29,3,Potato
F0745,Neelofar G.,Karnataka,Rice,Rabi,4983,4965,27,2023-02-03,8,Sugarcane
F0746,Misha R.,Maharashtra,Wheat,Kharif,994,901,29,2022-09-24,2,Tomato
F0747,Farhan C.,Bihar,Sugarcane,Zaid,1378,1274,3,2022-11-25,10,Maize
F0748,Himmat R.,Madhya Pradesh,Mustard,Kharif,1099,1003,55,2022-02-12,3,Mustard
F0749,Vedika C.,Maharashtra,Mustard,Kharif,3851,3814,52,2024-03-31,8,Sugarcane
F0750,Shlok R.,Gujarat,Maize,Kharif,2339,2253,27,2024-07-24,5,Wheat
F0751,Vanya R.,Rajasthan,Maize,Rabi,4617,4548,22,2022-08-21,10,Onion
F0752,Pihu C.,Gujarat,Onion,Rabi,1845,1840,11,2022-07-12,5,Potato
F0753,Sahil K.,Bihar,Wheat,Kharif,3623,3489,26,2022-02-17,6,Wheat
F0754,Mamooty B.,Uttar Pradesh,Sugarcane,Zaid,4624,4472,4,2023-10-31,8,Bajra
F0755,Khushi M.,Karnataka,Groundnut,Kharif,3277,3090,64,2024-01-01,7,Sugarcane
F0756,Aayush B.,Gujarat,Maize,Kharif,808,765,24,2024-02-07,3,Maize
F0757,Samaira T.,Bihar,Cotton,Kharif,3031,2926,71,2024-01-14,2,Sugarcane
F0758,Charvi K.,Punjab,Soybean,Rabi,1804,1616,45,2023-06-20,3,Onion
F0759,Adah S.,Madhya Pradesh,Bajra,Rabi,2993,2794,18,2024-04-04,3,Groundnut
F0760,Zoya V.,Bihar,Groundnut,Kharif,4114,4100,49,2024-02-09,5,Tomato
F0761,Saanvi S.,Uttar Pradesh,Cotton,Zaid,3219,3075,59,2022-02-01,4,Tomato
F0762,Khushi C.,Maharashtra,Rice,Zaid,1523,1425,26,2024-02-22,1,Cotton
F0763,Tara C.,Maharashtra,Groundnut,Kharif,1136,995,59,2023-04-08,4,Bajra
F0764,Vanya C.,Rajasthan,Tomato,Zaid,4297,4120,8,2024-01-29,4,Bajra
F0765,Darshit S.,Gujarat,Bajra,Kharif,3105,3041,26,2023-03-03,5,Bajra
F0766,Vritika D.,Karnataka,Sugarcane,Rabi,4215,4073,3,2024-06-17,6,Mustard
F0767,Krish E.,Uttar Pradesh,Groundnut,Kharif,2783,2634,50,2023-05-11,2,Groundnut
F0768,Amani K.,Madhya Pradesh,Mustard,Zaid,4624,4618,45,2023-06-05,6,Groundnut
F0769,Samiha B.,Madhya Pradesh,Groundnut,Zaid,1890,1870,58,2024-06-19,9,Maize
F0770,Lakshit V.,Gujarat,Mustard,Kharif,2608,2474,48,2023-06-16,1,Groundnut
F0771,Khushi R.,Bihar,Bajra,Rabi,1303,1221,25,2022-07-23,3,Groundnut
F0772,Darshit S.,Madhya Pradesh,Mustard,Rabi,1305,1186,54,2024-06-03,1,Potato
F0773,Samarth L.,Uttar Pradesh,Sugarcane,Zaid,3428,3358,5,2024-03-04,7,Wheat
F0774,Alia V.,Bihar,Bajra,Zaid,3742,3575,26,2022-03-07,5,Cotton
F0775,Ritvik B.,Punjab,Potato,Rabi,1649,1497,13,2024-01-05,4,Maize
F0776,Uthkarsh B.,Bihar,Wheat,Zaid,4000,3938,30,2022-05-03,2,Rice
F0777,Anahi C.,Karnataka,Mustard,Zaid,2064,1984,57,2022-06-12,7,Maize
F0778,Miraan S.,Uttar Pradesh,Sugarcane,Zaid,2830,2713,5,2022-12-21,8,Bajra
F0779,Anika S.,Maharashtra,Cotton,Kharif,3988,3862,62,2022-12-03,6,Onion
F0780,Jivin D.,Punjab,Rice,Rabi,1920,1757,28,2022-03-05,3,Rice
F0781,Kashvi B.,Bihar,Groundnut,Zaid,4210,4067,64,2022-08-04,4,Rice
F0782,Amani B.,Bihar,Potato,Rabi,4130,4124,13,2022-03-11,7,Groundnut
F0783,Ishaan S.,Punjab,Cotton,Kharif,2511,2466,63,2024-06-28,7,Rice
F0784,Bhamini L.,Bihar,Cotton,Zaid,3979,3906,71,2022-01-20,9,Groundnut
F0785,Dishani C.,Karnataka,Sugarcane,Kharif,1796,1628,3,2022-01-22,5,Maize
F0786,Mamooty S.,Madhya Pradesh,Cotton,Rabi,1951,1751,58,2022-01-27,10,Mustard
F0787,Indrans S.,Rajasthan,Rice,Kharif,1852,1698,32,2023-10-09,9,Potato
F0788,Prisha S.,Punjab,Sugarcane,Kharif,4310,4172,3,2024-03-06,8,Onion
F0789,Siya C.,Punjab,Tomato,Zaid,905,727,10,2022-07-06,6,Mustard
F0790,Tara S.,Madhya Pradesh,Mustard,Rabi,3233,3060,45,2024-02-27,1,Potato
F0791,Heer D.,Rajasthan,Bajra,Rabi,3798,3611,18,2022-05-25,9,Soybean
F0792,Bhavin G.,Uttar Pradesh,Onion,Rabi,1617,1450,21,2022-07-23,2,Tomato
F0793,Aaryahi D.,Punjab,Mustard,Kharif,4856,4790,57,2022-08-15,5,Soybean
F0794,Romil B.,Maharashtra,Sugarcane,Rabi,3736,3642,3,2022-05-14,2,Bajra
F0795,Divit V.,Rajasthan,Cotton,Rabi,2790,2740,69,2024-04-15,8,Groundnut
F0796,Zoya G.,Maharashtra,Rice,Kharif,2938,2845,29,2023-05-04,10,Rice
F0797,Navya K.,Bihar,Rice,Zaid,2549,2502,34,2024-02-10,3,Onion
F0798,Gokul D.,Punjab,Onion,Kharif,2399,2278,20,2022-10-22,4,Groundnut
F0799,Anya D.,Bihar,Tomato,Rabi,1340,1320,19,2022-01-06,7,Tomato
F0800,Yasmin S.,Madhya Pradesh,Cotton,Rabi,4276,4220,65,2023-09-19,4,Onion
F0801,Zeeshan H.,Madhya Pradesh,Onion,Rabi,4851,4687,27,2022-08-15,3,Maize
F0802,Hansh B.,Gujarat,Mustard,Kharif,1603,1420,57,2023-09-27,6,Maize
F0803,Kabir S.,Madhya Pradesh,Maize,Zaid,4995,4831,24,2023-01-04,10,Bajra
F0804,Kashvi B.,Punjab,Wheat,Rabi,2451,2388,28,2023-05-04,4,Soybean
F0805,Anahi D.,Madhya Pradesh,Soybean,Rabi,3849,3674,48,2023-09-28,10,Groundnut
F0806,Umang S.,Rajasthan,Mustard,Rabi,1495,1357,46,2022-05-18,1,Soybean
F0807,Umang W.,Karnataka,Cotton,Zaid,1431,1234,66,2024-04-14,5,Soybean
F0808,Kavya B.,Punjab,Soybean,Kharif,3070,2900,45,2024-06-05,2,Mustard
F0809,Aarna B.,Bihar,Rice,Rabi,902,795,32,2022-07-09,6,Mustard
F0810,Sara K.,Karnataka,Tomato,Rabi,1349,1193,17,2024-02-20,3,Maize
F0811,Tara A.,Uttar Pradesh,Rice,Zaid,2329,2226,35,2023-05-12,9,Cotton
F0812,Lakshay B.,Maharashtra,Cotton,Rabi,3746,3654,56,2023-04-09,10,Onion
F0813,Taimur S.,Uttar Pradesh,Sugarcane,Rabi,3154,3153,5,2022-08-10,4,Soybean
F0814,Divyansh K.,Karnataka,Bajra,Kharif,1295,1240,22,2022-01-07,9,Groundnut
F0815,Akarsh S.,Gujarat,Potato,Rabi,4568,4513,13,2023-08-21,10,Mustard
F0816,Pranay B.,Punjab,Soybean,Zaid,1438,1438,43,2023-02-11,3,Mustard
F0817,Alia K.,Gujarat,Onion,Zaid,1620,1612,29,2022-09-13,7,Potato
F0818,Charvi S.,Maharashtra,Groundnut,Rabi,1989,1851,53,2022-07-14,8,Soybean
F0819,Urvi S.,Karnataka,Sugarcane,Kharif,2392,2344,4,2023-03-16,7,Rice
F0820,Piya S.,Bihar,Tomato,Kharif,4399,4336,9,2023-05-07,4,Rice
F0821,Anaya T.,Gujarat,Sugarcane,Kharif,3532,3409,4,2023-12-04,10,Onion
F0822,Pari H.,Maharashtra,Maize,Zaid,4966,4898,24,2022-06-24,1,Wheat
F0823,Chirag B.,Punjab,Mustard,Kharif,1706,1519,52,2023-07-21,8,Cotton
F0824,Neysa K.,Karnataka,Soybean,Rabi,2371,2281,51,2023-06-28,4,Soybean
F0825,Parinaaz M.,Maharashtra,Sugarcane,Kharif,3398,3327,5,2022-09-15,10,Groundnut
F0826,Hazel G.,Uttar Pradesh,Sugarcane,Kharif,2396,2229,4,2023-11-27,6,Groundnut
F0827,Alisha B.,Maharashtra,Tomato,Kharif,2530,2458,18,2022-07-12,9,Groundnut
F0828,Aaina K.,Rajasthan,Bajra,Zaid,2492,2370,19,2024-07-22,4,Rice
F0829,Anaya M.,Madhya Pradesh,Rice,Zaid,4773,4680,32,2022-03-20,8,Wheat
F0830,Aradhya C.,Bihar,Groundnut,Zaid,916,860,52,2022-08-28,5,Soybean
F0831,Yuvaan B.,Bihar,Tomato,Rabi,984,835,8,2022-03-19,3,Bajra
F0832,Vedika B.,Karnataka,Soybean,Rabi,4422,4365,54,2024-03-30,6,Mustard
F0833,Khushi D.,Madhya Pradesh,Sugarcane,Zaid,2466,2448,3,2024-02-08,1,Rice
F0834,Nakul T.,Rajasthan,Mustard,Zaid,2851,2727,58,2023-11-28,10,Cotton
F0835,Romil B.,Maharashtra,Potato,Zaid,2259,2118,16,2023-05-01,8,Soybean
F0836,Himmat C.,Madhya Pradesh,Sugarcane,Zaid,3038,2903,4,2022-05-19,9,Soybean
